
	loop:1, bump:0, step:1, totalValence:-2, surprise:0, bigValence:-2, compositeCount:0
loop:622, bump:27, step:1764, totalValence:934, surprise:0, bigValence:0, compositeCount:725
loop:622, bump:27, step:1765, totalValence:933, surprise:0, bigValence:0, compositeCount:725
loop:622, bump:27, step:1766, totalValence:938, surprise:0, bigValence:9, compositeCount:725
loop:623, bump:27, step:1767, totalValence:937, surprise:0, bigValence:0, compositeCount:725
loop:623, bump:27, step:1768, totalValence:942, surprise:0, bigValence:0, compositeCount:725
loop:623, bump:27, step:1769, totalValence:941, surprise:0, bigValence:0, compositeCount:725
loop:623, bump:27, step:1770, totalValence:938, surprise:0, bigValence:0, compositeCount:725
loop:623, bump:27, step:1771, totalValence:943, surprise:0, bigValence:0, compositeCount:725
loop:623, bump:27, step:1772, totalValence:942, surprise:0, bigValence:0, compositeCount:725
loop:623, bump:27, step:1773, totalValence:947, surprise:0, bigValence:9, compositeCount:725
loop:624, bump:27, step:1774, totalValence:946, surprise:0, bigValence:0, compositeCount:725
loop:624, bump:27, step:1775, totalValence:951, surprise:0, bigValence:0, compositeCount:725
loop:624, bump:27, step:1776, totalValence:950, surprise:0, bigValence:0, compositeCount:725
loop:624, bump:27, step:1777, totalValence:947, surprise:0, bigValence:0, compositeCount:725
loop:624, bump:27, step:1778, totalValence:952, surprise:0, bigValence:0, compositeCount:725
loop:624, bump:27, step:1779, totalValence:951, surprise:0, bigValence:0, compositeCount:725
loop:624, bump:27, step:1780, totalValence:956, surprise:0, bigValence:9, compositeCount:725
loop:625, bump:27, step:1781, totalValence:955, surprise:0, bigValence:0, compositeCount:725
loop:625, bump:27, step:1782, totalValence:960, surprise:0, bigValence:0, compositeCount:725
loop:625, bump:27, step:1783, totalValence:959, surprise:0, bigValence:0, compositeCount:725
loop:625, bump:27, step:1784, totalValence:956, surprise:0, bigValence:0, compositeCount:725
loop:625, bump:27, step:1785, totalValence:961, surprise:0, bigValence:0, compositeCount:725
loop:625, bump:27, step:1786, totalValence:960, surprise:0, bigValence:0, compositeCount:725
loop:625, bump:27, step:1787, totalValence:965, surprise:0, bigValence:9, compositeCount:725
loop:626, bump:27, step:1788, totalValence:964, surprise:0, bigValence:0, compositeCount:725
loop:626, bump:27, step:1789, totalValence:969, surprise:0, bigValence:0, compositeCount:725
loop:626, bump:27, step:1790, totalValence:968, surprise:0, bigValence:0, compositeCount:725
loop:626, bump:27, step:1791, totalValence:965, surprise:0, bigValence:0, compositeCount:725
loop:626, bump:27, step:1792, totalValence:970, surprise:0, bigValence:0, compositeCount:725
loop:626, bump:27, step:1793, totalValence:969, surprise:0, bigValence:0, compositeCount:725
loop:626, bump:27, step:1794, totalValence:974, surprise:0, bigValence:9, compositeCount:725
loop:627, bump:27, step:1795, totalValence:973, surprise:0, bigValence:0, compositeCount:725
loop:627, bump:27, step:1796, totalValence:978, surprise:0, bigValence:0, compositeCount:725
loop:627, bump:27, step:1797, totalValence:977, surprise:0, bigValence:0, compositeCount:725
loop:627, bump:27, step:1798, totalValence:974, surprise:0, bigValence:0, compositeCount:725
loop:627, bump:27, step:1799, totalValence:979, surprise:0, bigValence:0, compositeCount:725
loop:627, bump:27, step:1800, totalValence:978, surprise:0, bigValence:0, compositeCount:725
loop:627, bump:27, step:1801, totalValence:983, surprise:0, bigValence:9, compositeCount:725
loop:628, bump:27, step:1802, totalValence:982, surprise:0, bigValence:0, compositeCount:725
loop:628, bump:27, step:1803, totalValence:987, surprise:0, bigValence:0, compositeCount:725
loop:628, bump:27, step:1804, totalValence:986, surprise:0, bigValence:0, compositeCount:725
loop:628, bump:27, step:1805, totalValence:983, surprise:0, bigValence:0, compositeCount:725
loop:628, bump:27, step:1806, totalValence:988, surprise:0, bigValence:0, compositeCount:725
loop:628, bump:27, step:1807, totalValence:987, surprise:0, bigValence:0, compositeCount:725
loop:628, bump:27, step:1808, totalValence:992, surprise:0, bigValence:9, compositeCount:725
loop:629, bump:27, step:1809, totalValence:991, surprise:0, bigValence:0, compositeCount:725
loop:629, bump:27, step:1810, totalValence:996, surprise:0, bigValence:0, compositeCount:725
loop:629, bump:27, step:1811, totalValence:995, surprise:0, bigValence:0, compositeCount:725
loop:629, bump:27, step:1812, totalValence:992, surprise:0, bigValence:0, compositeCount:725
loop:629, bump:27, step:1813, totalValence:997, surprise:0, bigValence:0, compositeCount:725
loop:629, bump:27, step:1814, totalValence:996, surprise:0, bigValence:0, compositeCount:725
loop:629, bump:27, step:1815, totalValence:1001, surprise:0, bigValence:9, compositeCount:725
loop:630, bump:27, step:1816, totalValence:1000, surprise:0, bigValence:0, compositeCount:725
loop:630, bump:27, step:1817, totalValence:1005, surprise:0, bigValence:0, compositeCount:725
loop:630, bump:27, step:1818, totalValence:1004, surprise:0, bigValence:0, compositeCount:725
loop:630, bump:27, step:1819, totalValence:1001, surprise:0, bigValence:0, compositeCount:725
loop:630, bump:27, step:1820, totalValence:1006, surprise:0, bigValence:0, compositeCount:725
loop:630, bump:27, step:1821, totalValence:1005, surprise:0, bigValence:0, compositeCount:725
loop:630, bump:27, step:1822, totalValence:1010, surprise:0, bigValence:9, compositeCount:725
loop:631, bump:27, step:1823, totalValence:1009, surprise:0, bigValence:0, compositeCount:725
loop:631, bump:27, step:1824, totalValence:1014, surprise:0, bigValence:0, compositeCount:725
loop:631, bump:27, step:1825, totalValence:1013, surprise:0, bigValence:0, compositeCount:725
loop:631, bump:27, step:1826, totalValence:1010, surprise:0, bigValence:0, compositeCount:725
loop:631, bump:27, step:1827, totalValence:1015, surprise:0, bigValence:0, compositeCount:725
loop:631, bump:27, step:1828, totalValence:1014, surprise:0, bigValence:0, compositeCount:725
loop:631, bump:27, step:1829, totalValence:1019, surprise:0, bigValence:9, compositeCount:725
loop:632, bump:27, step:1830, totalValence:1018, surprise:0, bigValence:0, compositeCount:725
loop:632, bump:27, step:1831, totalValence:1023, surprise:0, bigValence:0, compositeCount:725
loop:632, bump:27, step:1832, totalValence:1022, surprise:0, bigValence:0, compositeCount:725
loop:632, bump:27, step:1833, totalValence:1019, surprise:0, bigValence:0, compositeCount:725
loop:632, bump:27, step:1834, totalValence:1024, surprise:0, bigValence:0, compositeCount:725
loop:632, bump:27, step:1835, totalValence:1023, surprise:0, bigValence:0, compositeCount:725
loop:632, bump:27, step:1836, totalValence:1028, surprise:0, bigValence:9, compositeCount:725
loop:633, bump:27, step:1837, totalValence:1027, surprise:0, bigValence:0, compositeCount:725
loop:633, bump:27, step:1838, totalValence:1032, surprise:0, bigValence:0, compositeCount:725
loop:633, bump:27, step:1839, totalValence:1031, surprise:0, bigValence:0, compositeCount:725
loop:633, bump:27, step:1840, totalValence:1028, surprise:0, bigValence:0, compositeCount:725
loop:633, bump:27, step:1841, totalValence:1033, surprise:0, bigValence:0, compositeCount:725
loop:633, bump:27, step:1842, totalValence:1032, surprise:0, bigValence:0, compositeCount:725
loop:633, bump:27, step:1843, totalValence:1037, surprise:0, bigValence:9, compositeCount:725
loop:634, bump:27, step:1844, totalValence:1036, surprise:0, bigValence:0, compositeCount:725
loop:634, bump:27, step:1845, totalValence:1041, surprise:0, bigValence:0, compositeCount:725
loop:634, bump:27, step:1846, totalValence:1040, surprise:0, bigValence:0, compositeCount:725
loop:634, bump:27, step:1847, totalValence:1037, surprise:0, bigValence:0, compositeCount:725
loop:634, bump:27, step:1848, totalValence:1042, surprise:0, bigValence:0, compositeCount:725
loop:634, bump:27, step:1849, totalValence:1041, surprise:0, bigValence:0, compositeCount:725
loop:634, bump:27, step:1850, totalValence:1046, surprise:0, bigValence:9, compositeCount:725
loop:635, bump:27, step:1851, totalValence:1045, surprise:0, bigValence:0, compositeCount:725
loop:635, bump:27, step:1852, totalValence:1050, surprise:0, bigValence:0, compositeCount:725
loop:635, bump:27, step:1853, totalValence:1049, surprise:0, bigValence:0, compositeCount:725
loop:635, bump:27, step:1854, totalValence:1046, surprise:0, bigValence:0, compositeCount:725
loop:635, bump:27, step:1855, totalValence:1051, surprise:0, bigValence:0, compositeCount:725
loop:635, bump:27, step:1856, totalValence:1050, surprise:0, bigValence:0, compositeCount:725
loop:635, bump:27, step:1857, totalValence:1055, surprise:0, bigValence:9, compositeCount:725
loop:636, bump:27, step:1858, totalValence:1054, surprise:0, bigValence:0, compositeCount:725
loop:636, bump:27, step:1859, totalValence:1059, surprise:0, bigValence:0, compositeCount:725
loop:636, bump:27, step:1860, totalValence:1058, surprise:0, bigValence:0, compositeCount:725
loop:636, bump:27, step:1861, totalValence:1055, surprise:0, bigValence:0, compositeCount:725
loop:636, bump:27, step:1862, totalValence:1060, surprise:0, bigValence:0, compositeCount:725
loop:636, bump:27, step:1863, totalValence:1059, surprise:0, bigValence:0, compositeCount:725
loop:636, bump:27, step:1864, totalValence:1064, surprise:0, bigValence:9, compositeCount:725
loop:637, bump:27, step:1865, totalValence:1063, surprise:0, bigValence:0, compositeCount:725
loop:637, bump:27, step:1866, totalValence:1068, surprise:0, bigValence:0, compositeCount:725
loop:637, bump:27, step:1867, totalValence:1067, surprise:0, bigValence:0, compositeCount:725
loop:637, bump:27, step:1868, totalValence:1064, surprise:0, bigValence:0, compositeCount:725
loop:637, bump:27, step:1869, totalValence:1069, surprise:0, bigValence:0, compositeCount:725
loop:637, bump:27, step:1870, totalValence:1068, surprise:0, bigValence:0, compositeCount:725
loop:637, bump:27, step:1871, totalValence:1073, surprise:0, bigValence:9, compositeCount:725
loop:638, bump:27, step:1872, totalValence:1072, surprise:0, bigValence:0, compositeCount:725
loop:638, bump:27, step:1873, totalValence:1077, surprise:0, bigValence:0, compositeCount:725
loop:638, bump:27, step:1874, totalValence:1076, surprise:0, bigValence:0, compositeCount:725
loop:638, bump:27, step:1875, totalValence:1073, surprise:0, bigValence:0, compositeCount:725
loop:638, bump:27, step:1876, totalValence:1078, surprise:0, bigValence:0, compositeCount:725
loop:638, bump:27, step:1877, totalValence:1077, surprise:0, bigValence:0, compositeCount:725
loop:638, bump:27, step:1878, totalValence:1082, surprise:0, bigValence:9, compositeCount:725
loop:639, bump:27, step:1879, totalValence:1081, surprise:0, bigValence:0, compositeCount:725
loop:639, bump:27, step:1880, totalValence:1086, surprise:0, bigValence:0, compositeCount:725
loop:639, bump:27, step:1881, totalValence:1085, surprise:0, bigValence:0, compositeCount:725
loop:639, bump:27, step:1882, totalValence:1082, surprise:0, bigValence:0, compositeCount:725
loop:639, bump:27, step:1883, totalValence:1087, surprise:0, bigValence:0, compositeCount:725
loop:639, bump:27, step:1884, totalValence:1086, surprise:0, bigValence:0, compositeCount:725
loop:639, bump:27, step:1885, totalValence:1091, surprise:0, bigValence:9, compositeCount:725
loop:640, bump:27, step:1886, totalValence:1090, surprise:0, bigValence:0, compositeCount:725
loop:640, bump:27, step:1887, totalValence:1095, surprise:0, bigValence:0, compositeCount:725
loop:640, bump:27, step:1888, totalValence:1094, surprise:0, bigValence:0, compositeCount:725
loop:640, bump:27, step:1889, totalValence:1091, surprise:0, bigValence:0, compositeCount:725
loop:640, bump:27, step:1890, totalValence:1096, surprise:0, bigValence:0, compositeCount:725
loop:640, bump:27, step:1891, totalValence:1095, surprise:0, bigValence:0, compositeCount:725
loop:640, bump:27, step:1892, totalValence:1100, surprise:0, bigValence:9, compositeCount:725
loop:641, bump:27, step:1893, totalValence:1099, surprise:0, bigValence:0, compositeCount:725
loop:641, bump:27, step:1894, totalValence:1104, surprise:0, bigValence:0, compositeCount:725
loop:641, bump:27, step:1895, totalValence:1103, surprise:0, bigValence:0, compositeCount:725
loop:641, bump:27, step:1896, totalValence:1100, surprise:0, bigValence:0, compositeCount:725
loop:641, bump:27, step:1897, totalValence:1105, surprise:0, bigValence:0, compositeCount:725
loop:641, bump:27, step:1898, totalValence:1104, surprise:0, bigValence:0, compositeCount:725
loop:641, bump:27, step:1899, totalValence:1109, surprise:0, bigValence:9, compositeCount:725
loop:642, bump:27, step:1900, totalValence:1108, surprise:0, bigValence:0, compositeCount:725
loop:642, bump:27, step:1901, totalValence:1113, surprise:0, bigValence:0, compositeCount:725
loop:642, bump:27, step:1902, totalValence:1112, surprise:0, bigValence:0, compositeCount:725
loop:642, bump:27, step:1903, totalValence:1109, surprise:0, bigValence:0, compositeCount:725
loop:642, bump:27, step:1904, totalValence:1114, surprise:0, bigValence:0, compositeCount:725
loop:642, bump:27, step:1905, totalValence:1113, surprise:0, bigValence:0, compositeCount:725
loop:642, bump:27, step:1906, totalValence:1118, surprise:0, bigValence:9, compositeCount:725
loop:643, bump:27, step:1907, totalValence:1117, surprise:0, bigValence:0, compositeCount:725
loop:643, bump:27, step:1908, totalValence:1122, surprise:0, bigValence:0, compositeCount:725
loop:643, bump:27, step:1909, totalValence:1121, surprise:0, bigValence:0, compositeCount:725
loop:643, bump:27, step:1910, totalValence:1118, surprise:0, bigValence:0, compositeCount:725
loop:643, bump:27, step:1911, totalValence:1123, surprise:0, bigValence:0, compositeCount:725
loop:643, bump:27, step:1912, totalValence:1122, surprise:0, bigValence:0, compositeCount:725
loop:643, bump:27, step:1913, totalValence:1127, surprise:0, bigValence:9, compositeCount:725
loop:644, bump:27, step:1914, totalValence:1126, surprise:0, bigValence:0, compositeCount:725
loop:644, bump:27, step:1915, totalValence:1131, surprise:0, bigValence:0, compositeCount:725
loop:644, bump:27, step:1916, totalValence:1130, surprise:0, bigValence:0, compositeCount:725
loop:644, bump:27, step:1917, totalValence:1127, surprise:0, bigValence:0, compositeCount:725
loop:644, bump:27, step:1918, totalValence:1132, surprise:0, bigValence:0, compositeCount:725
loop:644, bump:27, step:1919, totalValence:1131, surprise:0, bigValence:0, compositeCount:725
loop:644, bump:27, step:1920, totalValence:1136, surprise:0, bigValence:9, compositeCount:725
loop:645, bump:27, step:1921, totalValence:1135, surprise:0, bigValence:0, compositeCount:725
loop:645, bump:27, step:1922, totalValence:1140, surprise:0, bigValence:0, compositeCount:725
loop:645, bump:27, step:1923, totalValence:1139, surprise:0, bigValence:0, compositeCount:725
loop:645, bump:27, step:1924, totalValence:1136, surprise:0, bigValence:0, compositeCount:725
loop:645, bump:27, step:1925, totalValence:1141, surprise:0, bigValence:0, compositeCount:725
loop:645, bump:27, step:1926, totalValence:1140, surprise:0, bigValence:0, compositeCount:725
loop:645, bump:27, step:1927, totalValence:1145, surprise:0, bigValence:9, compositeCount:725
loop:646, bump:27, step:1928, totalValence:1144, surprise:0, bigValence:0, compositeCount:725
loop:646, bump:27, step:1929, totalValence:1149, surprise:0, bigValence:0, compositeCount:725
loop:646, bump:27, step:1930, totalValence:1148, surprise:0, bigValence:0, compositeCount:725
loop:646, bump:27, step:1931, totalValence:1145, surprise:0, bigValence:0, compositeCount:725
loop:646, bump:27, step:1932, totalValence:1150, surprise:0, bigValence:0, compositeCount:725
loop:646, bump:27, step:1933, totalValence:1149, surprise:0, bigValence:0, compositeCount:725
loop:646, bump:27, step:1934, totalValence:1154, surprise:0, bigValence:9, compositeCount:725
loop:647, bump:27, step:1935, totalValence:1153, surprise:0, bigValence:0, compositeCount:725
loop:647, bump:27, step:1936, totalValence:1158, surprise:0, bigValence:0, compositeCount:725
loop:647, bump:27, step:1937, totalValence:1157, surprise:0, bigValence:0, compositeCount:725
loop:647, bump:27, step:1938, totalValence:1154, surprise:0, bigValence:0, compositeCount:725
loop:647, bump:27, step:1939, totalValence:1159, surprise:0, bigValence:0, compositeCount:725
loop:647, bump:27, step:1940, totalValence:1158, surprise:0, bigValence:0, compositeCount:725
loop:647, bump:27, step:1941, totalValence:1163, surprise:0, bigValence:9, compositeCount:725
loop:648, bump:27, step:1942, totalValence:1162, surprise:0, bigValence:0, compositeCount:725
loop:648, bump:27, step:1943, totalValence:1167, surprise:0, bigValence:0, compositeCount:725
loop:648, bump:27, step:1944, totalValence:1166, surprise:0, bigValence:0, compositeCount:725
loop:648, bump:27, step:1945, totalValence:1163, surprise:0, bigValence:0, compositeCount:725
loop:648, bump:27, step:1946, totalValence:1168, surprise:0, bigValence:0, compositeCount:725
loop:648, bump:27, step:1947, totalValence:1167, surprise:0, bigValence:0, compositeCount:725
loop:648, bump:27, step:1948, totalValence:1172, surprise:0, bigValence:9, compositeCount:725
loop:649, bump:27, step:1949, totalValence:1171, surprise:0, bigValence:0, compositeCount:725
loop:649, bump:27, step:1950, totalValence:1176, surprise:0, bigValence:0, compositeCount:725
loop:649, bump:27, step:1951, totalValence:1175, surprise:0, bigValence:0, compositeCount:725
loop:649, bump:27, step:1952, totalValence:1172, surprise:0, bigValence:0, compositeCount:725
loop:649, bump:27, step:1953, totalValence:1177, surprise:0, bigValence:0, compositeCount:725
loop:649, bump:27, step:1954, totalValence:1176, surprise:0, bigValence:0, compositeCount:725
loop:649, bump:27, step:1955, totalValence:1181, surprise:0, bigValence:9, compositeCount:725
loop:650, bump:27, step:1956, totalValence:1180, surprise:0, bigValence:0, compositeCount:725
loop:650, bump:27, step:1957, totalValence:1185, surprise:0, bigValence:0, compositeCount:725
loop:650, bump:27, step:1958, totalValence:1184, surprise:0, bigValence:0, compositeCount:725
loop:650, bump:27, step:1959, totalValence:1181, surprise:0, bigValence:0, compositeCount:725
loop:650, bump:27, step:1960, totalValence:1186, surprise:0, bigValence:0, compositeCount:725
loop:650, bump:27, step:1961, totalValence:1185, surprise:0, bigValence:0, compositeCount:725
loop:650, bump:27, step:1962, totalValence:1190, surprise:0, bigValence:9, compositeCount:725
loop:651, bump:27, step:1963, totalValence:1189, surprise:0, bigValence:0, compositeCount:725
loop:651, bump:27, step:1964, totalValence:1194, surprise:0, bigValence:0, compositeCount:725
loop:651, bump:27, step:1965, totalValence:1193, surprise:0, bigValence:0, compositeCount:725
loop:651, bump:27, step:1966, totalValence:1190, surprise:0, bigValence:0, compositeCount:725
loop:651, bump:27, step:1967, totalValence:1195, surprise:0, bigValence:0, compositeCount:725
loop:651, bump:27, step:1968, totalValence:1194, surprise:0, bigValence:0, compositeCount:725
loop:651, bump:27, step:1969, totalValence:1199, surprise:0, bigValence:9, compositeCount:725
loop:652, bump:27, step:1970, totalValence:1198, surprise:0, bigValence:0, compositeCount:725
loop:652, bump:27, step:1971, totalValence:1203, surprise:0, bigValence:0, compositeCount:725
loop:652, bump:27, step:1972, totalValence:1202, surprise:0, bigValence:0, compositeCount:725
loop:652, bump:27, step:1973, totalValence:1199, surprise:0, bigValence:0, compositeCount:725
loop:652, bump:27, step:1974, totalValence:1204, surprise:0, bigValence:0, compositeCount:725
loop:652, bump:27, step:1975, totalValence:1203, surprise:0, bigValence:0, compositeCount:725
loop:652, bump:27, step:1976, totalValence:1208, surprise:0, bigValence:9, compositeCount:725
loop:653, bump:27, step:1977, totalValence:1207, surprise:0, bigValence:0, compositeCount:725
loop:653, bump:27, step:1978, totalValence:1212, surprise:0, bigValence:0, compositeCount:725
loop:653, bump:27, step:1979, totalValence:1211, surprise:0, bigValence:0, compositeCount:725
loop:653, bump:27, step:1980, totalValence:1208, surprise:0, bigValence:0, compositeCount:725
loop:653, bump:27, step:1981, totalValence:1213, surprise:0, bigValence:0, compositeCount:725
loop:653, bump:27, step:1982, totalValence:1212, surprise:0, bigValence:0, compositeCount:725
loop:653, bump:27, step:1983, totalValence:1217, surprise:0, bigValence:9, compositeCount:725
loop:654, bump:27, step:1984, totalValence:1216, surprise:0, bigValence:0, compositeCount:725
loop:654, bump:27, step:1985, totalValence:1221, surprise:0, bigValence:0, compositeCount:725
loop:654, bump:27, step:1986, totalValence:1220, surprise:0, bigValence:0, compositeCount:725
loop:654, bump:27, step:1987, totalValence:1217, surprise:0, bigValence:0, compositeCount:725
loop:654, bump:27, step:1988, totalValence:1222, surprise:0, bigValence:0, compositeCount:725
loop:654, bump:27, step:1989, totalValence:1221, surprise:0, bigValence:0, compositeCount:725
loop:654, bump:27, step:1990, totalValence:1226, surprise:0, bigValence:9, compositeCount:725
loop:655, bump:27, step:1991, totalValence:1225, surprise:0, bigValence:0, compositeCount:725
loop:655, bump:27, step:1992, totalValence:1230, surprise:0, bigValence:0, compositeCount:725
loop:655, bump:27, step:1993, totalValence:1229, surprise:0, bigValence:0, compositeCount:725
loop:655, bump:27, step:1994, totalValence:1226, surprise:0, bigValence:0, compositeCount:725
loop:655, bump:27, step:1995, totalValence:1231, surprise:0, bigValence:0, compositeCount:725
loop:655, bump:27, step:1996, totalValence:1230, surprise:0, bigValence:0, compositeCount:725
loop:655, bump:27, step:1997, totalValence:1235, surprise:0, bigValence:9, compositeCount:725
loop:656, bump:27, step:1998, totalValence:1234, surprise:0, bigValence:0, compositeCount:725
loop:656, bump:27, step:1999, totalValence:1239, surprise:0, bigValence:0, compositeCount:725
loop:656, bump:27, step:2000, totalValence:1238, surprise:0, bigValence:0, compositeCount:725
loop:656, bump:27, step:2001, totalValence:1235, surprise:0, bigValence:0, compositeCount:725
loop:656, bump:27, step:2002, totalValence:1240, surprise:0, bigValence:0, compositeCount:725
loop:656, bump:27, step:2003, totalValence:1239, surprise:0, bigValence:0, compositeCount:725
loop:656, bump:27, step:2004, totalValence:1244, surprise:0, bigValence:9, compositeCount:725
loop:657, bump:27, step:2005, totalValence:1243, surprise:0, bigValence:0, compositeCount:725
loop:657, bump:27, step:2006, totalValence:1248, surprise:0, bigValence:0, compositeCount:725
loop:657, bump:27, step:2007, totalValence:1247, surprise:0, bigValence:0, compositeCount:725
loop:657, bump:27, step:2008, totalValence:1244, surprise:0, bigValence:0, compositeCount:725
loop:657, bump:27, step:2009, totalValence:1249, surprise:0, bigValence:0, compositeCount:725
loop:657, bump:27, step:2010, totalValence:1248, surprise:0, bigValence:0, compositeCount:725
loop:657, bump:27, step:2011, totalValence:1253, surprise:0, bigValence:9, compositeCount:725
loop:658, bump:27, step:2012, totalValence:1252, surprise:0, bigValence:0, compositeCount:725
loop:658, bump:27, step:2013, totalValence:1257, surprise:0, bigValence:0, compositeCount:725
loop:658, bump:27, step:2014, totalValence:1256, surprise:0, bigValence:0, compositeCount:725
loop:658, bump:27, step:2015, totalValence:1253, surprise:0, bigValence:0, compositeCount:725
loop:658, bump:27, step:2016, totalValence:1258, surprise:0, bigValence:0, compositeCount:725
loop:658, bump:27, step:2017, totalValence:1257, surprise:0, bigValence:0, compositeCount:725
loop:658, bump:27, step:2018, totalValence:1262, surprise:0, bigValence:9, compositeCount:725
loop:659, bump:27, step:2019, totalValence:1261, surprise:0, bigValence:0, compositeCount:725
loop:659, bump:27, step:2020, totalValence:1266, surprise:0, bigValence:0, compositeCount:725
loop:659, bump:27, step:2021, totalValence:1265, surprise:0, bigValence:0, compositeCount:725
loop:659, bump:27, step:2022, totalValence:1262, surprise:0, bigValence:0, compositeCount:725
loop:659, bump:27, step:2023, totalValence:1267, surprise:0, bigValence:0, compositeCount:725
loop:659, bump:27, step:2024, totalValence:1266, surprise:0, bigValence:0, compositeCount:725
loop:659, bump:27, step:2025, totalValence:1271, surprise:0, bigValence:9, compositeCount:725
loop:660, bump:27, step:2026, totalValence:1270, surprise:0, bigValence:0, compositeCount:725
loop:660, bump:27, step:2027, totalValence:1275, surprise:0, bigValence:0, compositeCount:725
loop:660, bump:27, step:2028, totalValence:1274, surprise:0, bigValence:0, compositeCount:725
loop:660, bump:27, step:2029, totalValence:1271, surprise:0, bigValence:0, compositeCount:725
loop:660, bump:27, step:2030, totalValence:1276, surprise:0, bigValence:0, compositeCount:725
loop:660, bump:27, step:2031, totalValence:1275, surprise:0, bigValence:0, compositeCount:725
loop:660, bump:27, step:2032, totalValence:1280, surprise:0, bigValence:9, compositeCount:725
loop:661, bump:27, step:2033, totalValence:1279, surprise:0, bigValence:0, compositeCount:725
loop:661, bump:27, step:2034, totalValence:1284, surprise:0, bigValence:0, compositeCount:725
loop:661, bump:27, step:2035, totalValence:1283, surprise:0, bigValence:0, compositeCount:725
loop:661, bump:27, step:2036, totalValence:1280, surprise:0, bigValence:0, compositeCount:725
loop:661, bump:27, step:2037, totalValence:1285, surprise:0, bigValence:0, compositeCount:725
loop:661, bump:27, step:2038, totalValence:1284, surprise:0, bigValence:0, compositeCount:725
loop:661, bump:27, step:2039, totalValence:1289, surprise:0, bigValence:9, compositeCount:725
loop:662, bump:27, step:2040, totalValence:1288, surprise:0, bigValence:0, compositeCount:725
loop:662, bump:27, step:2041, totalValence:1293, surprise:0, bigValence:0, compositeCount:725
loop:662, bump:27, step:2042, totalValence:1292, surprise:0, bigValence:0, compositeCount:725
loop:662, bump:27, step:2043, totalValence:1289, surprise:0, bigValence:0, compositeCount:725
loop:662, bump:27, step:2044, totalValence:1294, surprise:0, bigValence:0, compositeCount:725
loop:662, bump:27, step:2045, totalValence:1293, surprise:0, bigValence:0, compositeCount:725
loop:662, bump:27, step:2046, totalValence:1298, surprise:0, bigValence:9, compositeCount:725
loop:663, bump:27, step:2047, totalValence:1297, surprise:0, bigValence:0, compositeCount:725
loop:663, bump:27, step:2048, totalValence:1302, surprise:0, bigValence:0, compositeCount:725
loop:663, bump:27, step:2049, totalValence:1301, surprise:0, bigValence:0, compositeCount:725
loop:663, bump:27, step:2050, totalValence:1298, surprise:0, bigValence:0, compositeCount:725
loop:663, bump:27, step:2051, totalValence:1303, surprise:0, bigValence:0, compositeCount:725
loop:663, bump:27, step:2052, totalValence:1302, surprise:0, bigValence:0, compositeCount:725
loop:663, bump:27, step:2053, totalValence:1307, surprise:0, bigValence:9, compositeCount:725
loop:664, bump:27, step:2054, totalValence:1306, surprise:0, bigValence:0, compositeCount:725
loop:664, bump:27, step:2055, totalValence:1311, surprise:0, bigValence:0, compositeCount:725
loop:664, bump:27, step:2056, totalValence:1310, surprise:0, bigValence:0, compositeCount:725
loop:664, bump:27, step:2057, totalValence:1307, surprise:0, bigValence:0, compositeCount:725
loop:664, bump:27, step:2058, totalValence:1312, surprise:0, bigValence:0, compositeCount:725
loop:664, bump:27, step:2059, totalValence:1311, surprise:0, bigValence:0, compositeCount:725
loop:664, bump:27, step:2060, totalValence:1316, surprise:0, bigValence:9, compositeCount:725
loop:665, bump:27, step:2061, totalValence:1315, surprise:0, bigValence:0, compositeCount:725
loop:665, bump:27, step:2062, totalValence:1320, surprise:0, bigValence:0, compositeCount:725
loop:665, bump:27, step:2063, totalValence:1319, surprise:0, bigValence:0, compositeCount:725
loop:665, bump:27, step:2064, totalValence:1316, surprise:0, bigValence:0, compositeCount:725
loop:665, bump:27, step:2065, totalValence:1321, surprise:0, bigValence:0, compositeCount:725
loop:665, bump:27, step:2066, totalValence:1320, surprise:0, bigValence:0, compositeCount:725
loop:665, bump:27, step:2067, totalValence:1325, surprise:0, bigValence:9, compositeCount:725
loop:666, bump:27, step:2068, totalValence:1324, surprise:0, bigValence:0, compositeCount:725
loop:666, bump:27, step:2069, totalValence:1329, surprise:0, bigValence:0, compositeCount:725
loop:666, bump:27, step:2070, totalValence:1328, surprise:0, bigValence:0, compositeCount:725
loop:666, bump:27, step:2071, totalValence:1325, surprise:0, bigValence:0, compositeCount:725
loop:666, bump:27, step:2072, totalValence:1330, surprise:0, bigValence:0, compositeCount:725
loop:666, bump:27, step:2073, totalValence:1329, surprise:0, bigValence:0, compositeCount:725
loop:666, bump:27, step:2074, totalValence:1334, surprise:0, bigValence:9, compositeCount:725
loop:667, bump:27, step:2075, totalValence:1333, surprise:0, bigValence:0, compositeCount:725
loop:667, bump:27, step:2076, totalValence:1338, surprise:0, bigValence:0, compositeCount:725
loop:667, bump:27, step:2077, totalValence:1337, surprise:0, bigValence:0, compositeCount:725
loop:667, bump:27, step:2078, totalValence:1334, surprise:0, bigValence:0, compositeCount:725
loop:667, bump:27, step:2079, totalValence:1339, surprise:0, bigValence:0, compositeCount:725
loop:667, bump:27, step:2080, totalValence:1338, surprise:0, bigValence:0, compositeCount:725
loop:667, bump:27, step:2081, totalValence:1343, surprise:0, bigValence:9, compositeCount:725
